,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
43,0.05066447257995606,0.01325094376906936,0.004188394546508789,0.0003995420398113051,0.5,31,"{'learning_rate': 0.5, 'n_estimators': 31}",0.9666666666666667,0.9666666666666667,0.9,0.9333333333333333,1.0,0.9533333333333334,0.03399346342395189,1,0.925,0.925,0.975,0.95,0.9083333333333333,0.9366666666666668,0.023333333333333314
44,0.06023902893066406,0.0019543543744926107,0.00578460693359375,0.0007465059037147261,0.5,41,"{'learning_rate': 0.5, 'n_estimators': 41}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.95,0.9083333333333333,0.9349999999999999,0.02438123139721298
45,0.07599658966064453,0.0023090061658130557,0.007380008697509766,0.0004886167601041883,0.5,51,"{'learning_rate': 0.5, 'n_estimators': 51}",0.9666666666666667,0.9666666666666667,0.9,0.9,1.0,0.9466666666666667,0.03999999999999999,14,0.925,0.9166666666666666,0.975,0.9333333333333333,0.9416666666666667,0.9383333333333332,0.020138409955990946
46,0.11229963302612304,0.022270824720319275,0.008776330947875976,0.0007462637811702073,0.5,61,"{'learning_rate': 0.5, 'n_estimators': 61}",0.9666666666666667,0.9666666666666667,0.9,0.9,1.0,0.9466666666666667,0.03999999999999999,14,0.925,0.9166666666666666,0.975,0.9333333333333333,0.9416666666666667,0.9383333333333332,0.020138409955990946
47,0.10731296539306641,0.004828447063234365,0.010972023010253906,0.0015445588708601918,0.5,71,"{'learning_rate': 0.5, 'n_estimators': 71}",0.9666666666666667,0.9666666666666667,0.9,0.9,1.0,0.9466666666666667,0.03999999999999999,14,0.925,0.925,0.975,0.9333333333333333,0.9083333333333333,0.9333333333333333,0.022360679774997883
48,0.12765951156616212,0.006994755831525096,0.014161300659179688,0.0029862443759582015,0.5,81,"{'learning_rate': 0.5, 'n_estimators': 81}",0.9666666666666667,0.9666666666666667,0.9,0.9333333333333333,1.0,0.9533333333333334,0.03399346342395189,1,0.925,0.925,0.975,0.95,0.9083333333333333,0.9366666666666668,0.023333333333333314
49,0.2014610767364502,0.029125090604967603,0.024335384368896484,0.008477062789609736,0.5,91,"{'learning_rate': 0.5, 'n_estimators': 91}",0.9666666666666667,0.9666666666666667,0.9,0.9333333333333333,1.0,0.9533333333333334,0.03399346342395189,1,0.925,0.925,0.975,0.95,0.9083333333333333,0.9366666666666668,0.023333333333333314
50,0.003989791870117188,0.0015436802633445271,0.0013956546783447266,0.0018440967890166232,0.6,1,"{'learning_rate': 0.6, 'n_estimators': 1}",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,82,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
51,0.03869638442993164,0.018577309042443667,0.002194118499755859,0.000399136667887882,0.6,11,"{'learning_rate': 0.6, 'n_estimators': 11}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.9583333333333334,0.9416666666666667,0.9433333333333334,0.021343747458109495
52,0.029321718215942382,0.0010166348300075948,0.0031916141510009766,0.000398922394030235,0.6,21,"{'learning_rate': 0.6, 'n_estimators': 21}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.95,0.9083333333333333,0.9349999999999999,0.02438123139721298
53,0.05046525001525879,0.007792300697547624,0.006981468200683594,0.005499097134563065,0.6,31,"{'learning_rate': 0.6, 'n_estimators': 31}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.95,0.9083333333333333,0.9349999999999999,0.02438123139721298
54,0.059041929244995114,0.0018282670318257258,0.005983972549438476,0.0008921767554244796,0.6,41,"{'learning_rate': 0.6, 'n_estimators': 41}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.95,0.9083333333333333,0.9349999999999999,0.02438123139721298
55,0.07858953475952149,0.006225346788626422,0.007978343963623047,0.0010924928466947267,0.6,51,"{'learning_rate': 0.6, 'n_estimators': 51}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.95,0.9416666666666667,0.9416666666666667,0.020412414523193142
56,0.11169958114624023,0.023416661791912017,0.01196756362915039,0.0030244253779452687,0.6,61,"{'learning_rate': 0.6, 'n_estimators': 61}",0.9666666666666667,0.9333333333333333,0.9,0.9333333333333333,1.0,0.9466666666666667,0.03399346342395189,14,0.925,0.9166666666666666,0.975,0.9583333333333334,0.9416666666666667,0.9433333333333334,0.021343747458109495
