,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1276,0.0005984783172607421,0.0004886555075578522,0.0003990650177001953,0.0004887528395952576,7,3.8000000000000003,linear,"{'C': 7, 'gamma': 3.8000000000000003, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,344,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.9916666666666667,0.975,0.9783333333333333,0.011303883305208793
1277,0.0019941806793212892,5.519789172549355e-07,0.00019965171813964843,0.00039930343627929686,7,3.8000000000000003,rbf,"{'C': 7, 'gamma': 3.8000000000000003, 'kernel': 'rbf'}",1.0,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.9533333333333334,0.03399346342395189,1124,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1278,0.0007974624633789063,0.0003987317163956695,0.00019969940185546876,0.0003993988037109375,7,3.9000000000000004,linear,"{'C': 7, 'gamma': 3.9000000000000004, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,344,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.9916666666666667,0.975,0.9783333333333333,0.011303883305208793
1279,0.0013962268829345703,0.0004885778187723955,0.0005984306335449219,0.0004886166903029524,7,3.9000000000000004,rbf,"{'C': 7, 'gamma': 3.9000000000000004, 'kernel': 'rbf'}",1.0,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.9533333333333334,0.03399346342395189,1124,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1280,0.0015952110290527344,0.0017380400930855923,0.0003993988037109375,0.0004891624731659447,7,4.0,linear,"{'C': 7, 'gamma': 4.0, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,344,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.9916666666666667,0.975,0.9783333333333333,0.011303883305208793
1281,0.0017948627471923828,0.00039854081060977295,0.00039916038513183595,0.000488869640366668,7,4.0,rbf,"{'C': 7, 'gamma': 4.0, 'kernel': 'rbf'}",1.0,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.9533333333333334,0.03399346342395189,1124,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1282,0.0006003379821777344,0.0004901834034922751,0.0003989696502685547,0.0004886360388238481,7,4.1000000000000005,linear,"{'C': 7, 'gamma': 4.1000000000000005, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,344,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.9916666666666667,0.975,0.9783333333333333,0.011303883305208793
1283,0.004387664794921875,0.005299567806006366,0.000798177719116211,0.00039908978181063906,7,4.1000000000000005,rbf,"{'C': 7, 'gamma': 4.1000000000000005, 'kernel': 'rbf'}",1.0,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.9533333333333334,0.03399346342395189,1124,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1284,0.0003989219665527344,0.0004885777256966609,0.00039925575256347654,0.0004889864876370502,7,4.2,linear,"{'C': 7, 'gamma': 4.2, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,344,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.9916666666666667,0.975,0.9783333333333333,0.011303883305208793
1285,0.003191041946411133,0.0023934603420224083,0.00019941329956054687,0.00039882659912109374,7,4.2,rbf,"{'C': 7, 'gamma': 4.2, 'kernel': 'rbf'}",1.0,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.9533333333333334,0.03399346342395189,1124,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1286,0.0009973526000976562,8.176054095975041e-07,0.0,0.0,7,4.3,linear,"{'C': 7, 'gamma': 4.3, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,344,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.9916666666666667,0.975,0.9783333333333333,0.011303883305208793
1287,0.00199432373046875,3.1629798797182086e-07,0.00019974708557128905,0.0003994941711425781,7,4.3,rbf,"{'C': 7, 'gamma': 4.3, 'kernel': 'rbf'}",1.0,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.9533333333333334,0.03399346342395189,1124,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1288,0.0013958930969238282,0.0014919539478377587,0.0005986213684082032,0.0004887725409254673,7,4.4,linear,"{'C': 7, 'gamma': 4.4, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,344,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.9916666666666667,0.975,0.9783333333333333,0.011303883305208793
1289,0.0019942760467529298,5.955694197080992e-07,0.0005986213684082032,0.0004887724013674795,7,4.4,rbf,"{'C': 7, 'gamma': 4.4, 'kernel': 'rbf'}",1.0,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.9533333333333334,0.03399346342395189,1124,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1290,0.000797891616821289,0.0003989459615809806,0.0003989219665527344,0.0004885776326209085,7,4.5,linear,"{'C': 7, 'gamma': 4.5, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,344,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.9916666666666667,0.975,0.9783333333333333,0.011303883305208793
1291,0.004587411880493164,0.003314159777933088,0.0007980823516845703,0.00039904138595599225,7,4.5,rbf,"{'C': 7, 'gamma': 4.5, 'kernel': 'rbf'}",1.0,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.9533333333333334,0.03399346342395189,1124,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1292,0.00019927024841308593,0.00039854049682617185,0.0007982730865478515,0.0003991368103037843,7,4.6000000000000005,linear,"{'C': 7, 'gamma': 4.6000000000000005, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,344,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.9916666666666667,0.975,0.9783333333333333,0.011303883305208793
1293,0.0019941329956054688,1.5078914929239175e-07,0.0,0.0,7,4.6000000000000005,rbf,"{'C': 7, 'gamma': 4.6000000000000005, 'kernel': 'rbf'}",1.0,0.9666666666666667,0.9,0.9333333333333333,0.9666666666666667,0.9533333333333334,0.03399346342395189,1124,1.0,1.0,1.0,1.0,1.0,1.0,0.0
