,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
13,0.11249837875366211,0.00263183031545037,0.0013967514038085937,0.0004888317145738849,auto,51,13,"{'max_features': 'auto', 'min_samples_leaf': 51, 'n_estimators': 13}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
14,0.11110239028930664,0.0024108462616654874,0.0014040470123291016,0.00048246578303628974,auto,51,14,"{'max_features': 'auto', 'min_samples_leaf': 51, 'n_estimators': 14}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
15,0.1111025333404541,0.0004873911513796225,0.002194118499755859,0.0003991370381691224,auto,51,15,"{'max_features': 'auto', 'min_samples_leaf': 51, 'n_estimators': 15}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
16,0.11418042182922364,0.0025907744233793534,0.0015106201171875,0.00045075199911972364,auto,51,16,"{'max_features': 'auto', 'min_samples_leaf': 51, 'n_estimators': 16}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
17,0.1127866268157959,0.0009515501995773028,0.0017077922821044922,0.0003833870684806345,auto,51,17,"{'max_features': 'auto', 'min_samples_leaf': 51, 'n_estimators': 17}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
18,0.11469249725341797,0.0015452346897060734,0.001995420455932617,0.0006309028205555898,auto,51,18,"{'max_features': 'auto', 'min_samples_leaf': 51, 'n_estimators': 18}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
19,0.11648368835449219,0.0031735438153039195,0.0019979953765869142,0.0006213263264551395,auto,51,19,"{'max_features': 'auto', 'min_samples_leaf': 51, 'n_estimators': 19}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
20,0.11030316352844238,0.0013580626312881237,0.0025927543640136717,0.0007978448593066788,auto,101,10,"{'max_features': 'auto', 'min_samples_leaf': 101, 'n_estimators': 10}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
21,0.11242098808288574,0.005047966239263347,0.0010816097259521485,0.00033905585182081164,auto,101,11,"{'max_features': 'auto', 'min_samples_leaf': 101, 'n_estimators': 11}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
22,0.11066689491271972,0.002603664698672675,0.0016238689422607422,0.00036768705800079254,auto,101,12,"{'max_features': 'auto', 'min_samples_leaf': 101, 'n_estimators': 12}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
23,0.11070361137390136,0.0012619167565419648,0.0023951053619384764,0.00048759040444973156,auto,101,13,"{'max_features': 'auto', 'min_samples_leaf': 101, 'n_estimators': 13}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
24,0.12326931953430176,0.00814129916918233,0.002792835235595703,0.00039935184592565346,auto,101,14,"{'max_features': 'auto', 'min_samples_leaf': 101, 'n_estimators': 14}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
25,0.13643479347229004,0.008748441749923232,0.0029912471771240236,0.0006308287155656302,auto,101,15,"{'max_features': 'auto', 'min_samples_leaf': 101, 'n_estimators': 15}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
26,0.15717906951904298,0.008043345860938998,0.0027930736541748047,0.0003989936452784955,auto,101,16,"{'max_features': 'auto', 'min_samples_leaf': 101, 'n_estimators': 16}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
27,0.14281849861145018,0.017371185591871542,0.0027931690216064452,0.0007461889930501388,auto,101,17,"{'max_features': 'auto', 'min_samples_leaf': 101, 'n_estimators': 17}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
28,0.13104872703552245,0.007533100778032872,0.0029920101165771484,2.431401974483864e-07,auto,101,18,"{'max_features': 'auto', 'min_samples_leaf': 101, 'n_estimators': 18}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
